store_number,store_name,address,city,zip_code,county_number
5139,Kellogg Country Store,"103, BLAIR ST",KELLOGG,50135,50
5140,Ali's Corner #2,"200, BROADWAY ST",WATERLOO,50703,7
5141,A to Z Liquor,"114, S  2ND  ST",CHEROKEE,51012,18
5142,Casey's General Store #3418 / Gowrie,"1131, MARKET ST",GOWRIE,50543,94
5144,Smokin' Joe's #13 Tobacco & Liquor O,"2315, MT VERNON RD SE",CEDAR RAPIDS,52303,57
5145,Sam's Club 6979 / Ankeny,4625 SE DELAWARE AVE,ANKENY,50021,77
5146,South Side Food Mart,1101 ARMY POST RD,DES MOINES,50315,77
5147,Fareway Stores #153  /  W Des Moines,329 GRAND AVE,WEST DES MOINES,50265,77
5148,Victor's Market,1001 3RD  ST,VICTOR,52347,79
5149,Main St Market  /  Holy Cross,"882, MAIN ST",HOLY CROSS,52053,31
5150,B S Mini Mart Inc,"1900, SUMMER ST",BURLINGTON,52601,29
5151,Casey's General Store #2815  /  Vict,"901, 3RD  ST",VICTOR,52347,79
5152,IDA Liquor,"500, HWY 175",IDA GROVE,51445,47
5153,Texas Street Market,"4335, TEXAS ST",WATERLOO,50702,7
5154,Oak Street Station LLC,2403 US HWY 18,INWOOD,51240,60
5155,Lake Park Foods,"201, MARKET ST",LAKE PARK,51347,30
5156,New Star  /  Ansborough Ave,"1459, ANSBOROUGH AVE",WATERLOO,50701,7
5157,Casey's General Store #1020  / Le Cl,"210, JONES ST",LE CLAIRE,52753,82
5159,Kimmes Manson Country Store #10,208 MAIN ST,MANSON,50563,13
5160,Kimmes Rockwell City Country Store #,"730, HIGH ST",ROCKWELL CITY,50579,13
5161,Kum & Go #37  /  Ottumwa,2508 N COURT ST,OTTUMWA,52501,90
5162,Ameristar Casino Council Bluffs Gift,"2200, RIVER ROAD, GIFT SHOP",COUNCIL BLUFFS,51501,78
5163,Urbandale Liquor,"6401, DOUGLAS AVE",URBANDALE,50322,77
5164,Gasland Express  /  Mt Pleasant,"309, W  WASHINGTON ST",MOUNT PLEASANT,52641,44
5165,Bucky's Express #22 / Council Bluffs,"3434, NEBRASKA AVE",COUNCIL BLUFFS,51501,78
5166,Kari Out Wine & Spirits LLC,"107, N  MILL ST",LAKE MILLS,50450,95
5167,East Side Liquor and Groceries,1116 E NEVADA ST,MARSHALLTOWN,50158,64
5168,New Star Liquor & Tobacco  / Ft Dodg,"1724, 5TH  AVE S",FORT DODGE,50501,94
5169,Point Liquor and Tobacco,"4107, CENTER POINT RD NE",CEDAR RAPIDS,52402,57
5170,AV Superstop,"5120, NE 14th Street",Des Moines,50313,77
5171,Casey's General Store #1414  / State,911 3RD  AVE SW,STATE CENTER,50247,64
5172,Gary's Liquor & Wine LTD,"110, E JEFFERSON ST",DELAWARE,52036,28
5173,Uptown Liquor & Tobacco,2000 WILLEY BLVD SW,CEDAR RAPIDS,52404,57
5174,Audubon Food Land,"104, MARKET ST",AUDUBON,50025,5
5175,Jim's Food   /  Sullivan Ave,"437, SULLIVAN AVE",WATERLOO,50701,7
5176,Kwik Stop Delhi,"502, 3rd  ST",DELHI,52223,28
5177,Smokin' Joe's #15 Tobacco & Liquor O,"455, EDGEWOOD RD NW",CEDAR RAPIDS,52405,57
5178,Casey's General Store #3204 / Minden,33280 335th ST,MINDEN,51553,78
5179,New York Dollar Stores,"320, N CALHOUN ST",WEST LIBERTY,52776,70
5180,Baxter Family Market,"103, N  MAIN ST",BAXTER,50028,50
5181,Oelwein Mart,"801, E  CHARLES  ST",OELWEIN,50662,33
5182,Casey's General Store #3434  /  Denv,"1101, JEFFERSON ST",DENVER,50622,9
5183,Kwik Shop #595  /  W Broadway,1749 W BROADWAY,COUNCIL BLUFFS,51501,78
5185,Casey's General Store #77  /  Cascad,717 1st  AVE,CASCADE,52033,31
5187,Kum & Go #521  /  Coralville,"205, 2nd ST",CORALVILLE,52241,52
5188,Kwik Stop Liquor & Groceries Ames,"125, 6th ST",AMES,50010,85
5189,Kum & Go #251 / Sioux City,1005 GORDON DR,SIOUX CITY,51101,97
5190,The Fresh Market  / W Des Moines,"5901, MILLS CIVIC PKWY",WEST DES MOINES,50266,77
5191,Guppy's On The Go / Walford,200 HWY 151 E,WALFORD,52351,57
5192,Casey's General Store #1534 / Guthri,"100, N  5th ST",GUTHRIE CENTER,50115,39
5196,Guppy's On the Go  /  Robins,"990, ROBINS SQUARE DR",ROBINS,52328,57
5198,The Depot Coralville,100 E  OAKDALE BLVD,CORALVILLE,52241,52
5199,Riverside Liquor,826 E RIVER DR,DAVENPORT,52803,82
5204,Super Mart / Oelwein,"701, S  FREDERICK  AVE",OELWEIN,50662,33
9001,Quik Stop  /  Burlington,1812 OSBORN ST,BURLINGTON,52601,29
9002,Cedar Ridge Vineyards,1441 MARAK RD NW,SWISHER,52338,52
9010,Mississippi River Distillery,303 N CODY RD,LECLAIRE,52753,82
9013,Broadbent Distillery,6175 50TH AVE,NORWALK,50211,91
9018,Iowa Distilling Company,4349 Cumming Ave.,Cumming,50061,91
