store_number,store_name,address,city,zip_code,county_number
4468,Kum & Go #438 / Muscatine,1010 PARK AVE,MUSCATINE,52761,70
4469,CIRCLE K #6600 / MUSCATINE,802 CYPRESS ST,MUSCATINE,52761,70
4470,Sperry One Stop Shop LLC,516 HWY 141,COON RAPIDS,50058,14
4471,Kum & Go #211 / WATERLOO,1976 FRANKLIN ST,WATERLOO,50703,7
4472,Kum & Go #212 / WATERLOO,117 E SAN MARNAN DR,WATERLOO,50702,7
4473,Quick Shop Foods / Centerville,1023 SOUTH MAIN,CENTERVILLE,52544,4
4474,Casey's General Store #92 / Panora,"113, NE 3RD ST",PANORA,50216,39
4475,Bucky's Express #34 / Council Bluffs,3501 W BROADWAY ST,COUNCIL BLUFFS,51501,78
4476,Bucky's Express #27 / Council Bluffs,2713 S 24TH ST,COUNCIL BLUFFS,51501,78
4477,Bucky's Express #16 / Council Bluffs,15 NORTH 16TH ST,COUNCIL BLUFFS,51501,78
4478,Bucky's Express #17 / Council Bluffs,1759 MADISON AVE,COUNCIL BLUFFS,51503,78
4480,U S Gas,"3000, SW 9th ST",DES MOINES,50315,77
4481,Circle K #6602 / Clinton,1530 NORTH 2ND ST,CLINTON,52732,23
4482,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,52
4483,Indy 66 West #929 / Indianola,"2001, WEST 2ND AVE",INDIANOLA,50125,91
4484,Sauce,108 E COLLEGE,IOWA CITY,52240,52
4485,JEFF'S MARKET / WEST LIBERTY,200 E 3RD,WEST LIBERTY,52776,70
4486,DYNO'S 51 / SANBORN,101 W 7TH ST,SANBORN,51248,71
4487,Kum & Go #608 / Okoboji,1001 SANBORN AVE,OKOBOJI,51355,30
4488,Casey's General Store #2787 / Cedar,1661 32ND ST NE,CEDAR RAPIDS,52402,57
4489,Casey's General Store #2762 / Cedar,20 MILLER AVE SW,CEDAR RAPIDS,52404,57
4490,Casey's General Store #2763 / Cedar,641 EDGEWOOD RD NW,CEDAR RAPIDS,52405,57
4491,Casey's General Store #2766 / Cedar,380 33RD AVE SW,CEDAR RAPIDS,52404,57
4492,Casey's General Store #2772 / Cedar,3349 MT VERNON RD SE,CEDAR RAPIDS,52403,57
4493,Casey's General Store #2773 / Cedar,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,57
4494,Casey's General Store #2850 / Cedar,5655 C ST SW,CEDAR RAPIDS,52404,57
4495,SELECT MART / SIOUX CITY,800 HAMILTON BLVD,SIOUX CITY,51103,97
4496,Casey's General Store #3055 / Grundy,"504, G AVE",GRUNDY CENTER,50638,38
4497,B P ON 1ST,"2824, 1ST AVE NE",CEDAR RAPIDS,52402,57
4498,Casey's General Store #20 / Alden,"1008, Grand",ALDEN,50006,42
4499,Speede Shop / Winthrop,644 220th St,WINTHROP,50682,10
4500,Casey's General Store #1316 / Milfor,510 OKOBOJI AVE,MILFORD,51351,30
4501,Casey's General Store #2788 / North,595 N KANSAS AVE,NORTH LIBERTY,52317,52
4502,Kum & Go #134 / Fairfield,1601 W BURLINGTON AVE,FAIRFIELD,52556,51
4503,Neighborhood Mart / Waterloo,"2100, LAFAYETTE ST",WATERLOO,50703,7
4504,Casey's General Store #38 / Treynor,102 W MAIN ST,TREYNOR,51575,78
4505,JIFFY EXPRESS #921 / INDIANOLA,311 NORTH JEFFERSON,INDIANOLA,50125,91
4506,Casey's General Store #2816 / Johnst,6417 NORTHGLEN DR,JOHNSTON,50131,77
4507,Casey's General Store #2667 / Tiffin,403 STEPHENS ST,TIFFIN,52340,52
4508,Casey's General Store #2902 / Spence,411 W 18TH,SPENCER,51301,21
4509,Casey's General Store #2877 / Spence,805 GRAND AVE S,SPENCER,51301,21
4510,A J'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010,85
4511,Casey's General Store #1007 / Malver,701 MAIN ST,MALVERN,51551,65
4512,Super Quick / SE 30 DM,303 SE 30TH ST,DES MOINES,50317,77
4513,Metro Mart #4 / Waterloo,"2332, FALLS AVE",WATERLOO,50701,7
4514,Casey's General Store #1144 / Polk C,1100 S 3RD ST,POLK CITY,50226,77
4515,Casey's General Store #2813 / Fort D,1230 3RD AVE NW,FORT DODGE,50501,94
4516,Casey's General Store #1588 / Dows,2721 DOWS WILLIAMS RD,DOWS,50071,99
4517,Casey's General Store #1569 / Oaklan,205 BROWN ST,OAKLAND,51560,78
4518,Casey's General Store #2767 / Cedar,3434 1ST AVE NE,CEDAR RAPIDS,52402,57
4519,Casey's General Store #2824 / WDM,6630 MILLS CIVIC PARKWAY,WEST DES MOINES,50266,77
4520,Casey's General Store #2923 / WDM,1850 22ND ST,WEST DES MOINES,50266,77
4521,Casey's General Store #2842 / Huxley,902 N HWY 69,HUXLEY,50124,85
4522,Casey's General Store #1002 / Grand,504 16TH ST N,GRAND JUNCTION,50107,37
4523,Casey's General Store #2523 / Monroe,201 RALPH ST,MONROE,50170,50
4524,Casey's General Store #2563 / Exira,312 W WASHINGTON ST,EXIRA,50076,5
4525,Casey's General Store #1139 / Nora S,14 E CONGRESS,NORA SPRINGS,50458,34
4526,Casey's General Store #2425 / Akron,600 HIGHWAY 12 SOUTH,AKRON,51001,75
4527,Sub Xpress & Gas,4307 W LOCUST ST,DAVENPORT,52804,82
4528,Casey's General Store #30 / Gilmore,105 SE FIRST ST,GILMORE CITY,50541,46
4529,Casey's General Store #1303 / Marsha,111 N 3RD AVE,MARSHALLTOWN,50158,64
4530,Casey's General Store #3262 / Buffal,101 1st ST NE,BUFFALO CENTER,50424,95
4531,Casey's General Store #2566 / Ely,1495 STATE ST,ELY,52227,57
4532,Casey's General Store #2626 / Afton,501 N DOUGLAS ST,AFTON,50830,88
4533,Casey's General Store #2274 / Sioux,720 HWY 71,SIOUX RAPIDS,50585,11
4534,Casey's General Store #1985 / St. An,110 N HWY 218,ST ANSGAR,50472,66
4535,D & B Foods,141 W GILLET ST,PRESTON,52069,49
4536,Casey's General Store #2421 / Dubuqu,4003 PERU RD,DUBUQUE,52001,31
4537,Casey's General Store #2420 / Dubuqu,2699 ROCKDALE,DUBUQUE,52003,31
4538,Casey's General Store #1834 / Leon,401 NW CHURCH ST,LEON,50144,27
4539,K & S Grocery,402 NORTH MAIN ST,CLARKSVILLE,50619,12
4540,Casey's General Store #40 / Scranton,900 LOCUST ST,SCRANTON,51462,37
4541,Casey's General Store #2915 / Bellev,1104 N RIVERVIEW ST,BELLEVUE,52031,49
4542,Casey's General Store #1045 / Delmar,502 MARKET,DELMAR,52037,23
4543,Casey's General Store #2994 / Lauren,520 W MAIN ST,LAURENS,50554,76
4544,Casey's General Store #2924 / Marion,1100 EAGLE VIEW DR,MARION,52302,57
4545,Casey's General Store #1898 / Osceol,114 N MAIN ST,OSCEOLA,50213,20
4546,FILL R UP,14151 WABASH AVE,COUNCIL BLUFFS,51503,78
4547,Casey's General Store #2303 / Glidde,705 IDAHO ST,GLIDDEN,51443,14
4548,Fareway Stores #902 / Hampton,309 CENTRAL AVE WEST,HAMPTON,50441,35
4549,Casey's General Store #2594 / Walker,401 GRANT ST,WALKER,52352,57
4550,Casey's General Store #2913 / Colo,702 US HWY 65,COLO,50056,85
4551,NEW STAR 3 / Waterloo,1459 ANSBOROUGH AVE,WATERLOO,50701,7
4552,Casey's General Store #2845 / Urband,201 SUNSET ST,URBANA,52345,6
4553,Casey's General Store #2493 / Buffal,222 W FRONT ST,BUFFALO,52728,82
4554,Casey's General Store #1892 / Sheffi,702 E GILMAN ST,SHEFFIELD,50475,35
4555,Kum & Go #229 / Sioux City,1821 HAMILTON BLVD,SIOUX CITY,51103,97
4556,Casey's General Store #2614 / Donnel,201 MADISON AVE,DONNELLSON,52625,56
4557,Casey's General Store #2552 / Goldfi,319 E HWY 3,GOLDFIELD,50542,99
4558,Hometown Foods / Traer,420 SECOND ST,TRAER,50675,86
4559,Kum & Go #226 / Sioux City,1373 PIERCE ST,SIOUX CITY,51105,97
4560,Osage Payless Foods,"633, CHASE ST",OSAGE,50461,66
4561,Casey's General Store #2914 / Harlan,"1006, CHATBURN AVE",HARLAN,51537,83
4562,Kroegers Liquor Co LLC,3539 LAFAYETTE RD,EVANSDALE,50707,7
4563,Casey's General Store #2989 / Mechan,206 SHORT ST,MECHANICSVILLE,52306,16
4564,The Molehill,315 MAIN ST,IRETON,51027,84
4565,JEFF'S MARKET / DURANT,408 6th AVE,DURANT,52747,16
4566,KUM & GO #228 / Sioux city,1925 S LAKEPORT ST,SIOUX CITY,51106,97
4567,Kum & Go #508 / Cedar Rapids,30 FOUR OAKS DR SW,CEDAR RAPIDS,52404,57
4568,Shop N Save / NW 2nd Ave / DSM,4685 NW 2nd AVE,DES MOINES,50313,77
4569,Select Mart   Floyd Blvd,4103 FLOYD BLVD,SIOUX CITY,51108,97
4570,Car-Go-Express / Sutherland,202 WEST SOUTHERN ST,SUTHERLAND,51058,71
4571,Cargo Express,"1804, HWY BLVD",SPENCER,51301,21
4572,Casey's General Store #2357 / Alliso,"100, CHERRY ST",ALLISON,50602,12
4573,Grundy Center Family Foods,"1400, G AVE",GRUNDY CENTER,50638,38
4574,Casey's General Store #1330 / Hambur,1211 WASHINGTON ST,HAMBURG,51640,36
4575,ThuLords,413 BROAD ST,WHITTEMORE,50598,55
4576,Casey's General Store #2304 / Slater,200 6th AVE,SLATER,50244,85
4577,THE BOONEDOCKS,228 N HWY 71,ARNOLDS PARK,51331,30
4578,Casey's General Store #2551 / Woodwa,"906, S MAIN ST",WOODWARD,50276,25
4579,Casey's General Store #2592 / Farmin,201 S 4TH ST,FARMINGTON,52626,89
4580,USA Food & Gas / Grand Mound,2293 HWY 30,GRAND MOUND,52751,23
4581,Smokin' Joe's #9 Tobacco and Liquor,304 W. MADISON,WASHINGTON,52353,92
4582,Prime Mart / Cedar Falls,2728 CENTER ST,CEDAR FALLS,50613,7
4583,Pronto / Spirit Lake,"2402, 17th ST",SPIRIT LAKE,51360,30
4584,Kum & Go #5100 / Manson,208 MAIN ST,MANSON,50563,13
4585,J & C Grocery / Dumont,611 MAIN ST,DUMONT,50602,12
4586,Casey's General Store #2561 / Farley,"306, 1st ST SW",FARLEY,52046,31
4588,Kum & Go #545 / Rockwell City,730 HIGH ST,ROCKWELL CITY,50579,13
4589,Sam's Mini Mart / Sioux City,"923, W 7TH ST",SIOUX CITY,51103,97
4590,Dyno's #53 / Sibley,1026 2nd AVE,SIBLEY,51249,72
4591,Casey's General Store #3045 / Cedar,"601, MAIN ST",CEDAR FALLS,50613,7
4592,Casey's General Store #3052 / Clario,"222, CENTRAL AVE",CLARION,50525,99
4593,Dyno's #29 / Emmetsburg,"2401, MAIN",EMMETSBURG,50536,74
4594,The Cue Liquors,1404 MAIN ST,ROCK VALLEY,51247,84
4595,Quik Trip #554 / SW 63rd DM,901 SW 63rd ST,DES MOINES,50312,77
4596,Quik Trip #559 / Fleur Dr DM,4024 FLEUR DR,DES MOINES,50321,77
4597,Quik Trip #534 / E University DM,2945 E UNIVERSITY,DES MOINES,50317,77
4598,Quik Trip #523 / Army Post DM,850 ARMY POST RD,DES MOINES,50315,77
4599,Quik Trip #501 / E Euclid DM,2221 E EUCLID AVE,DES MOINES,50317,77
4600,Quik Trip #500 / Hubbell DM,3700 HUBBELL AVE,DES MOINES,50317,77
4601,Kum & Go #207 / Hubbell DM,4200 E HUBBELL AVE,DES MOINES,50317,77
4602,Kum & Go #4110 / Guthrie DM,2110 GUTHRIE AVE,DES MOINES,50317,77
4603,Cheap Smokes / Beer City,58231 190th ST,PACIFIC JUNCTION,51561,65
4604,Kum & Go #208 / SE 14th DM,3200 SE 14th ST,DES MOINES,50320,77
4605,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,50
4606,Kum & Go #509 / Marion,1203 BLAIRS FERRY RD,MARION,52302,57
4607,Central Mart / Sioux City,1203 TRI VIEW AVE,SIOUX CITY,51103,97
4608,Casey's General Store #1024 / Gutten,"1131, S HWY 52",GUTTENBERG,52052,22
4609,Casey's General Store #3050 / Counci,"510, 23rd AVE",COUNCIL BLUFFS,51503,78
4610,Kum & Go #579 / Ankeny,165 SW MAGAZINE RD,ANKENY,50023,77
4612,Casey's General Store #2992 / Fonda,101 HWY 7,FONDA,50540,76
4613,ATC Liquor,"214, MYRTLE ST",DAVENPORT,52802,82
4614,Sparky's One Stop / Carroll,402 E 6th ST,CARROLL,51401,14
4615,Urban Liquor,6401 DOUGLAS AVE ste 1,URBANDALE,50322,77
4616,North Side Liquor & Grocery,1303 NORTH FEDERAL AVE,MASON CITY,50401,17
4617,C's Spencer Liquor,719 2ND AVE W,SPENCER,51301,21
4618,Lickety Liquor,2501 HUBBELL AVE,DES MOINES,50317,77
4619,Hawkeye Convenience Stores East,"1581, 1st AVE SE",CEDAR RAPIDS,52403,57
4620,Smokin' Joe's #3 Tobacco and Liquor,1737 AVE H,FORT MADISON,52627,56
4621,Nodaway Valley Market,304 4th ST,FONTANELLE,50846,1
4622,Casey's General Store #23 / Maxwell,"100, MAIN ST",MAXWELL,50161,85
4623,Quik Trip #544 / SE 14th DM,"3941, SE 14th ST",DES MOINES,50320,77
4624,Casey's General Store #1493 / Van Me,"700, DEBRA DR",VAN METER,50261,25
4625,Kwik Shop #568 / Hiawatha,300 E BLAIRS FERRY RD,HIAWATHA,52233,57
4626,Kwik Shop #532 / Council Bluffs,1602 AVENUE G,COUNCIL BLUFFS,51501,78
4627,Kwik Shop #527 / Council Bluffs,"3632, AVENUE G",COUNCIL BLUFFS,51501,78
4628,Casey's General Store #1388 / Sully,"807, 1st ST",SULLY,50251,50
4629,Oelwein Bottle and Can Inc.,137 2nd AVE SE,OELWEIN,50662,33
4630,Kwik Shop #541 / Glenwood,309 N LOCUST ST,GLENWOOD,51534,65
4631,EZ Stop / Davenport,2923 BRADY ST,DAVENPORT,52803,82
4632,Thunder Ridge Ampride,"2425, WHITETAIL DR",CEDAR FALLS,50613,7
4633,Nat Food Mart / 2nd Ave DM,1443 2nd AVE,DES MOINES,50314,77
4634,Kwik Shop #520 / Carter Lake,1202 EAST LOCUST ST,CARTER LAKE,51510,78
4635,Kwik Shop #565 / Cedar Rapids,"4201, CENTER POINT RD NE",CEDAR RAPIDS,52402,57
4636,Kwik Shop #563 / Cedar Rapids,1001 1st AVE SW,CEDAR RAPIDS,52405,57
4637,Kwik Shop #561 / Cedar Rapids,2904 CENTER POINT RD NE,CEDAR RAPIDS,52402,57
4638,Kwik Shop #560 / Cedar Rapids,3301 J ST,CEDAR RAPIDS,52404,57
4639,GD Xpress / Davenport,4607 N PINE ST,DAVENPORT,52804,82
4640,Liquor & Tobacco Outlet / Fort Dodge,902 1st AVE N,FORT DODGE,50501,94
4641,Mart Stop #1 / Davenport,"3527, SPRING ST",DAVENPORT,52807,82
4642,Kum & Go #573 / SE 14th DM,5830 SE 14th ST,DES MOINES,50315,77
4643,Liquor and Tobacco Outlet / Univ Ave,2844 UNIVERSITY AVE,WATERLOO,50701,7
4644,Cubby's Red Oak,"2405, N BROADWAY ST",RED OAK,51566,69
4645,Kwik Shop #588 / Davenport,"1136, E LOCUST ST",DAVENPORT,52803,82
4646,Kwik Shop #589 / Eldridge,"1, GROVE RD",ELDRIDGE,52748,82
4647,Pronto Market / Fairbank,104 4th ST,FAIRBANK,50629,10
4648,B and B EAST / Waterloo,1615 BISHOP AVE,WATERLOO,50707,7
4649,Prime Mart / Broadway Waterloo,508 BROADWAY ST,WATERLOO,50703,7
4650,Metro Liquor and Tobacco,3418 W BROADWAY,COUNCIL BLUFFS,51501,78
4651,Loofts on 9 Liquor Here or Liquor Th,"202, W 4th AVE",SWEA CITY,50590,55
4652,Casey's General Store #2300 / Jewell,"301, MAIN ST",JEWELL,50130,40
4653,Brady Mart Food & Liquor,"3107, BRADY ST",DAVENPORT,52803,82
4654,Casey's General Store #1617 / Jeffer,"508, N ELM",JEFFERSON,50129,37
4655,KUM & GO #510 / STUART,629 S DIVISION ST,STUART,50250,1
4656,Casey's General Store #2237 / Prairi,1002 W 2ND ST,PRAIRIE CITY,50228,50
4657,Casey's General Store #2301 / Ames,17005 HWY 69,AMES,50010,85
4658,Casey's General Store #2526 / Wellsb,308 N WASHINGTON,WELLSBURG,50680,38
4659,Casey's General Store #3027 / Iowa F,904 WASHINGTON AVE,IOWA FALLS,50126,42
4660,Casey's General Store #2802 / Conrad,409 E CENTER,CONRAD,50621,38
4661,Hill Brothers Jiffy Mart / Cedar Rap,"1904, MT VERNON RD SE",CEDAR RAPIDS,52403,57
4662,Quik Trip #531 / Grimes,"1900, SE 37th ST",GRIMES,50111,77
4663,Guppy's On The Go / Cedar Rapids,"1532, ELLIS BLVD NW",CEDAR RAPIDS,52405,57
4664,Casey's General Store #3077 / Peosta,236 PEOSTA ST,PEOSTA,52068,31
4665,Casey's General Store #24 / Boone,1127 STORY,BOONE,50036,8
4666,Casey's General Store #2896 / Ankeny,2601 SE CREEKVIEW DR,ANKENY,50021,77
4667,Super Stop II / Altoona,2635 ADVENTURELAND DR,ALTOONA,50009,77
4668,Kum & Go #56 / Bevington,101 E IA HIGHWAY 92,BEVINGTON,50033,61
4669,Clear Lake Payless Foods,20 SOUTH 4TH ST,CLEAR LAKE,50428,17
4670,Vom Fass / Des Moines,"833, 42ND ST",DES MOINES,50312,77
4671,Guppy's On The Go / Tripoli,"600, 7TH AVE SW",TRIPOLI,50676,9
4672,New Star Mart #1 / Waterloo,9 N ELK RUN RD,WATERLOO,50703,7
4673,The Pit Stop / River City Liquor,402 S HWY 52,GUTTENBERG,52052,22
4674,Sonny's Super Market / West Point,327 5TH ST,WEST POINT,52656,56
4675,Kum & Go #227 / Ames,2108 ISSAC NEWTON DR,AMES,50010,85
4676,Kum & Go #113 / Ames,2801 E 13TH ST,AMES,50010,85
4677,Sam's Mini Mart / Sioux City,711 GORDON DR,SIOUX CITY,51101,97
4678,Costco Wholesale #1111 / Coralville,2900 HEARTLAND DR,CORALVILLE,52241,52
4679,Fareway Stores #124 / Adel,804 NILE KINNICK DR,ADEL,50003,25
4680,Walgreens #12393 / Cedar Rapids,5750 C AVE NE,CEDAR RAPIDS,52402,57
4681,Afal Food & Liquor / Des Moines,4121 SE 14TH ST,DES MOINES,50320,77
4682,Spirits & Such,100 E ELM ST,WEST UNION,52175,33
4683,Pleasantville Alcohol & Tobacco,906 N HIGHWAY 5,PLEASANTVILLE,50225,63
4684,New Star 3 / Waterloo,1459 ANSBOROUGH AVE,WATERLOO,50701,7
4685,Indy 66 #928 / Indianola,1201 N JEFFERSON,INDIANOLA,50125,91
4686,Kwik Stop Food Mart,2360 Central,Dubuque,52001,31
4687,Sunny's Mart / Clinton,630 N 3rd ST,CLINTON,52732,23
4688,Kum & Go #517 / Cedar Rapids,3132 1st AVE NE,CEDAR RAPIDS,52402,57
4689,Walgreens #10770 / Carroll,105 E 6th ST,CARROLL,51401,14
4690,Walgreens #11759 / Fort Madison,2639 AVENUE L,FORT MADISON,52627,56
4691,Super Stop and Shop / Baldwin,5358 HWY 64,BALDWIN,52207,49
4692,Railroad Street Tobacco and Spirits,701 RAILROAD ST,IOWA FALLS,50126,42
4693,Walgreens #05886 / Keokuk,1215 MAIN ST,KEOKUK,52632,56
4694,Hawkeye Convenience Stores / 16th St,250 16th AVE SW,CEDAR RAPIDS,52404,57
4695,Rina Mart LLC / Davenport,"3815, WEST KIMBERLY RD",DAVENPORT,52806,82
4696,Walgreens #09791 / Altoona,101 8th ST SE,ALTOONA,50009,77
4697,Quik Trip #517 / West Des Moines,1451 22nd ST,WEST DES MOINES,50266,77
4698,Southside Liquor & Tobacco / Iowa Ci,601 HOLLYWOOD BLVD,IOWA CITY,52240,52
4699,Quality Quick Stop,201 W BURLINGTON AVE,FAIRFIELD,52556,51
4700,Walgreens #06553 / Bettendorf,830 MIDDLE RD,BETTENDORF,52722,82
4701,J & C Grocery / Allison,"306, N MAIN",ALLISON,50602,12
4702,Walgreens #11193 / Boone,310 STORY ST,BOONE,50036,8
4703,Walgreens #05361 / Fort Dodge,2503 5th AVE S,FORT DODGE,50501,94
4704,Walgreens #00910 / Sioux City,100 PIERCE ST,SIOUX CITY,51101,97
4705,The Filling Station / Council Bluffs,1531 2nd AVE,COUNCIL BLUFFS,51501,78
4706,Walgreens #05977 / Coralville,102 SECOND ST,CORALVILLE,52241,52
4707,Walgreens #05144 / Clinton,1905 N  2ND ST,CLINTON,52732,23
4708,Walgreens #05119 / Clinton,806 S  4TH ST,CLINTON,52732,23
4709,No Frills Supermarkets #803 / Glenwo,423 SHARP ST,GLENWOOD,51534,65
4710,Walgreens #12108 / Ames,2719 GRAND AVE,AMES,50010,85
4711,Walgreens #09708 / Dubuque,55 JOHN F KENNEDY RD,DUBUQUE,52002,31
4712,Walgreens #06154 / Dubuque,2260 JOHN F KENNEDY RD,DUBUQUE,52002,31
4713,Walgreens #11942 / Dubuque,345 E 20TH ST,DUBUQUE,52001,31
4714,Walgreens #10985 / Coralville,2751 HEARTLAND DR,CORALVILLE,52241,52
4715,Walgreens #05943 / Indianola,1000 N JEFFERSON ST,INDIANOLA,50125,91
4716,Walgreens #06678 / West Des Moines,1999 GRAND AVE,WEST DES MOINES,50265,77
4717,Walgreens #11153 / Spencer,800 GRAND AVE,SPENCER,51301,21
4718,Walgreens #05512 / Bettendorf,3425 MIDDLE RD,BETTENDORF,52722,82
4719,Walgreens #06623 / West Des Moines,1660 22ND ST,WEST DES MOINES,50266,77
4720,Walgreens #06677 / West Des Moines,4900 MILLS CIVIC PKWY,WEST DES MOINES,50265,77
4721,Chariton BP,"107, EAST GRACE",CHARITON,50049,59
4722,Walgreens #05044 / Burlington,3245 AGENCY ST,BURLINGTON,52601,29
4723,Walgreens #09476 / Burlington,201 S CENTRAL AVE,BURLINGTON,56201,29
4724,Walgreens #10557 / Cedar Falls,2509 WHITETAIL DR,CEDAR FALLS,50613,7
4725,Walgreens #05942 / Newton,1204 1ST AVE EAST,NEWTON,50208,50
4726,Casey's General Store #1548 / Ankeny,"2905, W  1ST ST",ANKENY,50023,77
4727,Walgreens #07454 / Ankeny,901 N ANKENY BLVD,ANKENY,50021,77
4728,Walgreens #07996 / Ankeny,2702 SE DELAWARE AVE,ANKENY,50021,77
4729,Walgreens #05077 / Iowa City,2214 MUSCATINE AVE,IOWA CITY,52240,52
4730,No Frills Supermarkets #790 / Deniso,501 HIGHWAY 39 NORTH,DENISON,51442,24
4731,Walgreens #05944 / Johnston,6200 MERLE HAY RD,JOHNSTON,50131,77
4732,Walgreens #05060 / Clive,12753 UNIVERSITY AVE,CLIVE,50325,77
4733,Walgreens #07967 / Clive,15601 HICKMAN RD,CLIVE,50325,77
4734,Walgreens #03773 / Urbandale,4600 86th ST,URBANDALE,50322,77
4735,Walgreens #04973 / Urbandale,7000 DOUGLAS AVE,URBANDALE,50322,77
4736,Walgreens #01301 / Ottumwa,327 W 4th ST,OTTUMWA,52501,90
4737,Walgreens #03876 / Marion,1225 7TH AVE,MARION,52302,57
4738,Walgreens #11330 / Storm Lake,800 LAKE AVE,STORM LAKE,50588,11
4739,Casey's General Store #2284 / Counci,"1030, VETERAN MEMORIAL HWY",COUNCIL BLUFFS,51501,78
4740,Walgreens #05306 / Council Bluffs,301 W BENNETT AVE,COUNCIL BLUFFS,51503,78
4741,Walgreens #04405 / Council Bluffs,2508 W BROADWAY,COUNCIL BLUFFS,51501,78
4742,Walgreens #03700 / Council Bluffs,535 E BROADWAY,COUNCIL BLUFFS,51503,78
4743,No Frills Supermarkets #786 / Counci,"1817, W BROADWAY",COUNCIL BLUFFS,51501,78
4744,No Frills Supermarkets #791 / Counci,1801 VALLEY VIEW DR,COUNCIL BLUFFS,51503,78
4745,Walgreens #03875 / Cedar Rapids,2821 1ST AVE SE,CEDAR RAPIDS,52402,57
4746,Walgreens #05042 / Cedar Rapids,3325 16TH AVE SW,CEDAR RAPIDS,52404,57
4747,Walgreens #05885 / Muscatine,1703 PARK AVE,MUSCATINE,52761,70
4748,Walgreens #11709 / Davenport,1805 BRADY ST,DAVENPORT,52803,82
4749,Walgreens #06186 / Davenport,4011 E 53RD ST,DAVENPORT,52807,82
4750,Walgreens #05239 / Davenport,1660 W LOCUST ST,DAVENPORT,52804,82
4751,Walgreens #04041 / Davenport,1525 E KIMBERLY,DAVENPORT,52807,82
4752,Walgreens #03595 / Davenport,1720 W KIMBERLY RD,DAVENPORT,52806,82
4753,Gasland / Burlington,1003 SUMMER ST,BURLINGTON,52655,29
4754,Casey's General Store #2521 / Adair,110 S 5TH ST,ADAIR,50002,1
4755,Walgreens #12148 / Waverly,320 W BREMER AVE,WAVERLY,50677,9
4756,Walgreens #05941 / Mason City,1251 4th ST SW,MASON CITY,50401,17
4757,Walgreens #03196 / Marshalltown,5 E ANSON,MARSHALLTOWN,50158,64
4758,EZ Mart / Bondurant,1111 SE LINCOLN ST,BONDURANT,50035,77
4759,Midtown / Storm Lake,1100 EAST 5TH ST,STORM LAKE,50588,11
4760,Walgreens #10855 / Waterloo,1850 LOGAN AVE,WATERLOO,50703,7
4761,Walgreens #07455 / Waterloo,111 W RIDGEWAY AVE,WATERLOO,50701,7
4762,Walgreens #03590 / Waterloo,3910 UNIVERSITY AVE,WATERLOO,50701,7
4763,Huber's Store Inc.,101 MAIN ST,FORT ATKINSON,52144,96
4764,Parktown BP / Cedar Rapids,4141 CENTER POINT RD NE,CEDAR RAPIDS,52402,57
4765,New Star / Fort Dodge,1923 5TH AVE S,FORT DODGE,50501,94
4766,Kwik Stop C-Stores / Dubuque,2335 UNIVERSITY AVE,DUBUQUE,52001,31
4767,Keywest Conoco / Dubuque,2150 TWIN VALLEY DR,DUBUQUE,52003,31
4768,Casey's General Store #3075 / Ankeny,"6981, NE 14TH ST",ANKENY,50023,77
4769,Kum & Go #777 / Urbandale,8228 DOUGLAS AVE,URBANDALE,50322,77
4770,Elma Locker and Grocery,100 GRANT ST,ELMA,50628,45
4771,Casey's General Store #3080 / Hudson,"354, E ELDORA RD",HUDSON,50643,7
4772,Cenex Gas Station,"502, E AVE NW",CEDAR RAPIDS,52402,57
4773,Kum & Go #97 / West Des Moines,196 S 50TH ST,WEST DES MOINES,50265,77
4774,"Fast Mart 2, LLC",2704 VINE ST,WEST DES MOINES,50265,77
4775,Casey's General Store #3034 / Esther,"1615, CENTRAL AVE",ESTHERVILLE,51334,32
4776,Casey's General Store #37 / Dakota C,"502, MAIN",DAKOTA CITY,50529,46
4777,The Market on 30 / Carroll,420 WEST HWY 30,CARROLL,51401,14
4778,Casey's General Store #1365 / Paulli,"315, E GRAND AVE",PAULLINA,51046,71
4779,Casey's General Store #3030 / Storm,825 FUNDT DR,STORM LAKE,50588,11
4780,Casey's General Store #25 / Mount Ay,"300, W SOUTH ST",MOUNT AYR,50854,80
4781,Casey's General Store #3043 / Britt,"576, N MAIN AVE",BRITT,50423,41
4782,Casey's General Store #3079 / Early,"2245, US HWY 71",EARLY,50535,81
4783,Casey's General Store #2529 / Lamoni,406 E MAIN ST,LAMONI,50140,27
4784,Casey's General Store #1684 / Emmets,"2406, MAIN ST",EMMETSBURG,50536,74
4785,Hawkeye Convenience Store Wiley Blvd,2330 WILEY BLVD SW,CEDAR RAPIDS,52404,57
4786,Casey's General Store #2835 / Avoca,1019 N CHESTNUT ST,AVOCA,51521,78
4787,Casey's General Store #1706 / Winter,1021 N 1st ST,WINTERSET,50273,61
4788,Guppy's On The Go Swisher,2722 NE 120TH ST,SWISHER,52338,52
4789,Walgreens #12580 / Cedar Rapids,324 EDGEWOOD RD NW,CEDAR RAPIDS,52405,57
4790,Katy Did's General Store,419 MERRILL ST,BUSSEY,50044,63
4791,Mediapolis Fast Break,"109, WAPELLO ST",MEDIAPOLIS,52405,29
